1000	501
1.48865e+038-1	4.70952e+038
-0.996	1.48865e+038
-0.992	-7.21183e+037
-0.988	-4.98429e+038
-0.984	-2.14961e+038
-0.98	6.98554e+038
-0.976	1.63537e+038
-0.972	-7.40906e+038
-0.968	2.65401e+038
-0.964	5.27787e+038
-0.96	-8.92726e+038
-0.956	7.39757e+037
-0.952	1.34744e+039
-0.948	-1.08758e+039
-0.944	-1.16904e+039
-0.94	2.26541e+039
-0.936	-1.69454e+036
-0.932	-3.02018e+039
-0.928	2.17039e+039
-0.924	2.54292e+039
-0.92	-4.7631e+039
-0.916	-1.40994e+038
-0.912	6.56405e+039
-0.908	-4.27321e+039
-0.904	-5.95326e+039
-0.9	9.72361e+039
-0.896	1.50124e+039
-0.892	-1.39967e+040
-0.888	7.17423e+039
-0.884	1.39938e+040
-0.88	-1.85646e+040
-0.876	-6.71759e+039
-0.872	2.88485e+040
-0.868	-9.2371e+039
-0.864	-3.23042e+040
-0.86	3.21048e+040
-0.856	2.27915e+040
-0.852	-5.59242e+040
-0.848	3.81101e+039
-0.844	7.07581e+040
-0.84	-4.67704e+040
-0.836	-6.46395e+040
-0.832	9.82089e+040
-0.828	2.72561e+040
-0.824	-1.42474e+041
-0.82	4.52665e+040
-0.816	1.58099e+041
-0.812	-1.45752e+041
-0.808	-1.22707e+041
-0.804	2.53206e+041
-0.8	2.03396e+040
-0.796	-3.33516e+041
-0.792	1.50286e+041
-0.788	3.44682e+041
-0.784	-3.6886e+041
-0.78	-2.46542e+041
-0.776	5.90462e+041
-0.772	1.36208e+040
-0.768	-7.48601e+041
-0.764	3.51545e+041
-0.76	7.6537e+041
-0.756	-8.08125e+041
-0.752	-5.68114e+041
-0.748	1.27333e+042
-0.744	1.10192e+041
-0.74	-1.62815e+042
-0.736	6.08218e+041
-0.732	1.7335e+042
-0.728	-1.52416e+042
-0.724	-1.45574e+042
-0.72	2.50559e+042
-0.716	6.979e+041
-0.712	-3.35827e+042
-0.708	5.68598e+041
-0.704	3.84719e+042
-0.7	-2.27829e+042
-0.696	-3.73113e+042
-0.692	4.25812e+042
-0.688	2.80614e+042
-0.684	-6.2308e+042
-0.68	-9.51383e+041
-0.676	7.83704e+042
-0.672	-1.83032e+042
-0.668	-8.67576e+042
-0.664	5.3849e+042
-0.66	8.3579e+042
-0.656	-9.39856e+042
-0.652	-6.56687e+042
-0.648	1.34117e+043
-0.644	3.11714e+042
-0.64	-1.68556e+043
-0.636	1.99789e+042
-0.632	1.91083e+043
-0.628	-8.57623e+042
-0.624	-1.9563e+043
-0.62	1.6201e+043
-0.616	1.77014e+043
-0.612	-2.42595e+043
-0.608	-1.31622e+043
-0.604	3.19857e+043
-0.6	5.79603e+042
-0.596	-3.85228e+043
-0.592	4.29882e+042
-0.588	4.2997e+043
-0.584	-1.67645e+043
-0.58	-4.45968e+043
-0.576	3.09967e+043
-0.572	4.26475e+043
-0.568	-4.61817e+043
-0.564	-3.66755e+043
-0.56	6.13523e+043
-0.556	2.64547e+043
-0.552	-7.54585e+043
-0.548	-1.20319e+043
-0.544	8.74455e+043
-0.54	-6.27169e+042
-0.536	-9.6333e+043
-0.532	2.7882e+043
-0.528	1.01286e+044
-0.524	-5.20159e+043
-0.52	-1.01675e+044
-0.516	7.77431e+043
-0.512	9.71119e+043
-0.508	-1.04058e+044
-0.504	-8.74688e+043
-0.5	1.29956e+044
-0.496	7.28666e+043
-0.492	-1.54505e+044
-0.488	-5.36443e+043
-0.484	1.76901e+044
-0.48	3.031e+043
-0.476	-1.96506e+044
-0.472	-3.48261e+042
-0.468	2.12863e+044
-0.464	-2.61643e+043
-0.46	-2.25684e+044
-0.456	5.79489e+043
-0.452	2.34826e+044
-0.448	-9.12094e+043
-0.444	-2.40259e+044
-0.44	1.25311e+044
-0.436	2.42035e+044
-0.432	-1.59634e+044
-0.428	-2.40273e+044
-0.424	1.93553e+044
-0.42	2.35157e+044
-0.416	-2.2641e+044
-0.412	-2.26967e+044
-0.408	2.57509e+044
-0.404	2.16111e+044
-0.4	-2.86124e+044
-0.396	-2.0317e+044
-0.392	3.11537e+044
-0.388	1.88931e+044
-0.384	-3.33111e+044
-0.38	-1.74396e+044
-0.376	3.50368e+044
-0.372	1.60746e+044
-0.368	-3.63083e+044
-0.364	-1.49274e+044
-0.36	3.71354e+044
-0.356	1.41268e+044
-0.352	-3.75639e+044
-0.348	-1.37869e+044
-0.344	3.76754e+044
-0.34	1.39915e+044
-0.336	-3.75803e+044
-0.332	-1.47799e+044
-0.328	3.74061e+044
-0.324	1.61358e+044
-0.32	-3.72812e+044
-0.316	-1.79823e+044
-0.312	3.73164e+044
-0.308	2.0183e+044
-0.304	-3.75865e+044
-0.3	-2.25501e+044
-0.296	3.81147e+044
-0.292	2.48594e+044
-0.288	-3.88625e+044
-0.284	-2.68697e+044
-0.28	3.97256e+044
-0.276	2.83449e+044
-0.272	-4.05384e+044
-0.268	-2.90762e+044
-0.264	4.1086e+044
-0.26	2.89017e+044
-0.256	-4.11218e+044
-0.252	-2.77217e+044
-0.248	4.0391e+044
-0.244	2.55084e+044
-0.24	-3.86548e+044
-0.236	-2.23076e+044
-0.232	3.57152e+044
-0.228	1.82359e+044
-0.224	-3.14361e+044
-0.22	-1.34705e+044
-0.216	2.57593e+044
-0.212	8.23578e+043
-0.208	-1.8714e+044
-0.204	-2.78693e+043
-0.2	1.04183e+044
-0.196	-2.60729e+043
-0.192	-1.07359e+043
-0.188	7.68084e+043
-0.184	-9.04874e+043
-0.18	-1.21848e+044
-0.176	1.96256e+044
-0.172	1.58985e+044
-0.168	-3.03052e+044
-0.164	-1.8638e+044
-0.16	4.07312e+044
-0.156	2.02606e+044
-0.152	-5.05677e+044
-0.148	-2.06666e+044
-0.144	5.95209e+044
-0.14	1.97999e+044
-0.136	-6.73574e+044
-0.132	-1.76459e+044
-0.128	7.39167e+044
-0.124	1.42301e+044
-0.12	-7.91176e+044
-0.116	-9.61626e+043
-0.112	8.29582e+044
-0.108	3.90495e+043
-0.104	-8.551e+044
-0.1	2.76764e+043
-0.096	8.69065e+044
-0.092	-1.02312e+044
-0.088	-8.73288e+044
-0.084	1.82839e+044
-0.08	8.69891e+044
-0.076	-2.66962e+044
-0.072	-8.6113e+044
-0.068	3.52184e+044
-0.064	8.4924e+044
-0.06	-4.35891e+044
-0.056	-8.36296e+044
-0.052	5.15476e+044
-0.048	8.24106e+044
-0.044	-5.88475e+044
-0.04	-8.14146e+044
-0.036	6.52706e+044
-0.032	8.07518e+044
-0.028	-7.06398e+044
-0.024	-8.04953e+044
-0.02	7.48292e+044
-0.016	8.06823e+044
-0.012	-7.7769e+044
-0.008	-8.13181e+044
-0.004	7.94463e+044
8.60423e-016	8.23794e+044
0.004	-7.98989e+044
0.008	-8.38183e+044
0.012	7.92045e+044
0.016	8.5565e+044
0.02	-7.74668e+044
0.024	-8.75296e+044
0.028	7.47996e+044
0.032	8.96027e+044
0.036	-7.1311e+044
0.04	-9.16561e+044
0.044	6.7092e+044
0.048	9.35429e+044
0.052	-6.22091e+044
0.056	-9.50994e+044
0.06	5.67027e+044
0.064	9.61488e+044
0.068	-5.05919e+044
0.072	-9.65064e+044
0.076	4.38846e+044
0.08	9.59891e+044
0.084	-3.65902e+044
0.088	-9.44258e+044
0.092	2.87347e+044
0.096	9.167e+044
0.1	-2.03743e+044
0.104	-8.76134e+044
0.108	1.16054e+044
0.112	8.21982e+044
0.116	-2.57065e+043
0.12	-7.54277e+044
0.124	-6.54165e+043
0.128	6.73733e+044
0.132	1.55036e+044
0.136	-5.81777e+044
0.14	-2.40597e+044
0.144	4.80531e+044
0.148	3.19428e+044
0.152	-3.72748e+044
0.156	-3.88936e+044
0.16	2.61707e+044
0.164	4.46805e+044
0.168	-1.51056e+044
0.172	-4.91197e+044
0.176	4.46387e+043
0.18	5.20919e+044
0.184	5.37149e+043
0.188	-5.35561e+044
0.192	-1.40404e+044
0.196	5.35569e+044
0.2	2.12276e+044
0.204	-5.22259e+044
0.208	-2.66837e+044
0.212	4.9776e+044
0.216	3.02431e+044
0.22	-4.64876e+044
0.224	-3.18376e+044
0.228	4.26894e+044
0.232	3.15051e+044
0.236	-3.87331e+044
0.24	-2.93896e+044
0.244	3.49648e+044
0.248	2.57344e+044
0.252	-3.16968e+044
0.256	-2.08661e+044
0.26	2.91805e+044
0.264	1.51718e+044
0.268	-2.75861e+044
0.272	-9.06982e+043
0.276	2.69895e+044
0.28	2.97741e+043
0.284	-2.73692e+044
0.288	2.72118e+043
0.292	2.86133e+044
0.296	-7.70374e+043
0.3	-3.0536e+044
0.304	1.17321e+044
0.308	3.29022e+044
0.312	-1.46651e+044
0.316	-3.54553e+044
0.32	1.64608e+044
0.324	3.79467e+044
0.328	-1.7168e+044
0.332	-4.0162e+044
0.336	1.69088e+044
0.34	4.19403e+044
0.344	-1.58543e+044
0.348	-4.31848e+044
0.352	1.41975e+044
0.356	4.38639e+044
0.36	-1.21271e+044
0.364	-4.40027e+044
0.368	9.80595e+043
0.372	4.36673e+044
0.376	-7.35703e+043
0.38	-4.29451e+044
0.384	4.85781e+043
0.388	4.19241e+044
0.392	-2.34381e+043
0.396	-4.06754e+044
0.4	-1.80752e+042
0.404	3.92415e+044
0.408	2.72782e+043
0.412	-3.76317e+044
0.416	-5.30895e+043
0.42	3.58251e+044
0.424	7.92069e+043
0.428	-3.37798e+044
0.432	-1.05345e+044
0.436	3.14462e+044
0.44	1.30928e+044
0.444	-2.8782e+044
0.448	-1.55109e+044
0.452	2.57648e+044
0.456	1.76851e+044
0.46	-2.24025e+044
0.464	-1.9504e+044
0.468	1.87375e+044
0.472	2.08612e+044
0.476	-1.48466e+044
0.48	-2.16674e+044
0.484	1.08357e+044
0.488	2.1861e+044
0.492	-6.83197e+043
0.496	-2.14142e+044
0.5	2.97309e+043
0.504	2.03361e+044
0.508	6.02981e+042
0.512	-1.86728e+044
0.516	-3.7682e+043
0.52	1.6504e+044
0.524	6.41318e+043
0.528	-1.39379e+044
0.532	-8.45441e+043
0.536	1.1105e+044
0.54	9.83973e+043
0.544	-8.14944e+043
0.548	-1.05521e+044
0.552	5.2211e+043
0.556	1.06114e+044
0.56	-2.46561e+043
0.564	-1.00738e+044
0.568	1.4902e+041
0.572	9.02941e+043
0.576	2.02224e+043
0.58	-7.59569e+043
0.584	-3.56835e+043
0.588	5.90978e+043
0.592	4.58335e+043
0.596	-4.11761e+043
