2000	21
-1	-0.9	-0.8	-0.7	-0.6	-0.5	-0.4	-0.3	-0.2	-0.1	-1.38778e-016	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
0	0	0	0	0	0	0	0.1	0.4	0.7	1	0.7	0.4	0.1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.2	-0.5	-0.2	0.1	1.6	1.3	1	0.3	0	0	0	0	0	0
0	0	0	0	0	0	0	0.4	0.4	-1.1	-0.8	-2.9	2.2	1.9	2.4	0.9	0	0	0	0	0
0	0	0	0	0	0	0	-0.8	0.4	3.4	-1.7	3.4	-13.1	2.8	0.9	5.4	2.7	0	0	0	0
0	0	0	0	0	0	0	1.6	-3.2	-5.6	13.6	-11.9	36.4	-44.9	6.6	-8.1	10.8	8.1	0	0	0
0	0	0	0	0	0	0	-3.2	11.2	1.6	-44	64.6	-108.5	199	-147.9	36	-45.9	16.2	24.3	0	0
0	0	0	0	0	0	0	6.4	-32	30.4	92.8	-261.2	410.8	-723.5	892.8	-515.7	199.8	-170.1	-7.67386e-013	72.9	0
0	0	0	0	0	0	0	-12.8	83.2	-156.8	-94.4	800.8	-1605.2	2679.4	-3956.1	3709.8	-1946.7	939.6	-510.3	-145.8	218.7
656.1	0	0	0	0	0	0	25.6	-204.8	563.2	-281.6	-1884.8	5612.8	-10174.4	15950.4	-19287.9	15022.8	-7719.3	3839.4	-1239.3	-874.8
-3936.6	1968.3	0	0	0	0	0	-51.2	486.4	-1740.8	2252.8	2924.8	-16880	37187.2	-62424	86427	-87909.3	60507	-30836.7	13996.8	-1968.3
1968.3	-15746.4	5904.9	0	0	0	0	102.4	-1126.4	4940.8	-9728	908.8	42534.4	-125014	236410	-360126	435100	-384742	243194	-120504	45927
133844	37397.7	-59049	17714.7	0	0	0	-204.8	2560	-13260.8	34278.4	-31001.6	-82342.4	377632	-847862	1.42948e+006	-1.95058e+006	2.07478e+006	-1.64061e+006	970591	-453365
-1.62778e+006	326738	230291	-212576	53144.1	0	0	409.6	-5734.4	34201.6	-108339	164838	71680	-1.00229e+006	2.82862e+006	-5.40255e+006	8.1896e+006	-1.00013e+007	9.50558e+006	-6.86302e+006	3.8185e+006
1.47111e+007	-5.53683e+006	519631	1.11603e+006	-744017	159432	0	-819.2	12697.6	-85606.4	319283	-654694	351155	2.21962e+006	-8.66412e+006	1.9291e+007	-3.25868e+007	4.45714e+007	-4.9015e+007	4.22428e+007	-2.82261e+007
-1.141e+008	5.52069e+007	-1.76497e+007	-673159	4.83611e+006	-2.55092e+006	478297	1638.4	-27852.8	209306	-895386	2.26724e+006	-2.66639e+006	-3.38578e+006	2.39871e+007	-6.45743e+007	1.23047e+008	-1.86903e+008	2.31744e+008	-2.31531e+008	1.8318e+008
7.77742e+008	-4.52715e+008	2.0092e+008	-5.16029e+007	-1.16917e+007	1.96102e+007	-8.60934e+006	1.43161e+006	60620.8	-502170	2.41869e+006	-7.22063e+006	1.21345e+007	-1.22762e+006	-5.81315e+007	2.0111e+008	-4.39816e+008	7.42946e+008	-1.0242e+009	1.15829e+009	-1.06095e+009
-4.73834e+009	3.23866e+009	-1.75998e+009	7.05966e+008	-1.31425e+008	-7.42955e+007	7.60492e+007	-2.86913e+007	4.1736e+006	1.1862e+006	-6.34388e+006	2.16973e+007	-4.59309e+007	3.88588e+007	1.1258e+008	-5.76614e+008	1.48296e+009	-2.80534e+009	4.27724e+009	-5.38918e+009	5.59679e+009
2.62671e+010	-2.06923e+010	1.32359e+010	-6.69189e+009	2.38075e+009	-2.45685e+008	-3.74985e+008	2.8553e+008	-9.4421e+007	1.01484e+007	1.62464e+007	-6.24263e+007	1.56954e+008	-2.1551e+008	-1.08584e+008	1.49097e+009	-4.69577e+009	1.00596e+010	-1.69705e+010	2.36101e+010	-2.73611e+010
-1.34617e+011	1.20186e+011	-8.85489e+010	5.30916e+010	-2.48372e+010	7.63362e+009	1.2914e+007	-1.69601e+009	1.04543e+009	-3.0356e+008	-2.04756e+006	1.73592e+008	-5.01187e+008	9.01882e+008	-4.29362e+008	-3.30769e+009	1.38644e+010	-3.42064e+010	6.41197e+010	-9.81316e+010	1.25552e+011
6.45892e+011	-6.44224e+011	5.37655e+011	-3.7183e+011	2.08949e+011	-8.97787e+010	2.2875e+010	3.43077e+009	-7.17891e+009	3.74342e+009	-9.06584e+008	-3.53326e+008	1.52315e+009	-3.30732e+009	3.56437e+009	5.32729e+009	-3.76519e+010	1.10006e+011	-2.30859e+011	3.88622e+011	-5.455e+011
-2.92828e+012	3.22613e+012	-3.00798e+012	2.35663e+012	-1.53339e+012	8.06405e+011	-3.15086e+011	6.17635e+010	2.46501e+010	-2.90236e+010	1.30434e+010	-2.0131e+009	-4.10628e+009	1.11841e+010	-1.70507e+010	3.85229e+007	9.12858e+010	-3.32968e+011	7.91736e+011	-1.46982e+012	2.25687e+012
