2000	101
-1	-0.98	-0.96	-0.94	-0.92	-0.9	-0.88	-0.86	-0.84	-0.82	-0.8	-0.78	-0.76	-0.74	-0.72	-0.7	-0.68	-0.66	-0.64	-0.62	-0.6	-0.58	-0.56	-0.54	-0.52	-0.5	-0.48	-0.46	-0.44	-0.42	-0.4	-0.38	-0.36	-0.34	-0.32	-0.3	-0.28	-0.26	-0.24	-0.22	-0.2	-0.18	-0.16	-0.14	-0.12	-0.1	-0.08	-0.06	-0.04	-0.02	6.17562e-016	0.02	0.04	0.06	0.08	0.1	0.12	0.14	0.16	0.18	0.2	0.22	0.24	0.26	0.28	0.3	0.32	0.34	0.36	0.38	0.4	0.42	0.44	0.46	0.48	0.5	0.52	0.54	0.56	0.58	0.6	0.62	0.64	0.66	0.68	0.7	0.72	0.74	0.76	0.78	0.8	0.82	0.84	0.86	0.88	0.9	0.92	0.94	0.96	0.98	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.7	0.76	0.82	0.88	0.94	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.34	0.28	0.22	0.16	0.1	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.02	-0.01	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.7	0.76	0.82	0.88	1	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.34	0.28	0.22	0.16	0.09	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	-0.015	-0.04	-0.015	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.7	0.76	0.79	0.94	1.03	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.34	0.28	0.225	0.16	0.065	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.005	0.0175	0.01	-0.04	-0.055	-0.0175	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.715	0.7	0.82	1	1.045	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.3375	0.285	0.24	0.14	0.0425	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	-0.01375	0.01	0.03875	-0.0075	-0.06625	-0.065	-0.01875	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.5725	0.685	0.6475	0.67	0.8875	1.045	1.0525	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46125	0.395	0.33375	0.3125	0.23875	0.11	0.02625	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00125	0.009375	-0.0175	-0.01625	0.0475	0.045	-0.0375	-0.08875	-0.07125	-0.019375	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46375	0.49	0.6475	0.655	0.55	0.7	0.9625	1.075	1.05625	1	0.94	0.88	0.82	0.76	0.7	0.64	0.579375	0.52375	0.45875	0.375	0.36	0.34	0.21625	0.08	0.015625	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000625	-0.0059375	0.0175	-0.0046875	-0.04875	0.016875	0.0875	0.029375	-0.071875	-0.105938	-0.075	-0.0196875	0.04	0.1	0.16	0.22	0.28	0.338125	0.41875	0.398125	0.565	0.70375	0.5275	0.49375	0.775	1.02813	1.09375	1.05812	1	0.94	0.88	0.82	0.76	0.700312	0.6375	0.584062	0.533125	0.424375	0.3775	0.411875	0.34625	0.180312	0.055	0.0090625	0.000625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0003125	0.00359375	-0.014375	0.016875	0.0284375	-0.0595313	-0.05125	0.08125	0.109062	-0.00421875	-0.104375	-0.118125	-0.0771875	-0.0198437	0.04	0.1	0.16	0.220938	0.26875	0.38875	0.325	0.412188	0.7225	0.6325	0.37	0.507813	0.86875	1.07875	1.105	1.05906	1	0.94	0.88	0.819844	0.761562	0.695625	0.63625	0.612969	0.502187	0.38375	0.4275	0.462031	0.325937	0.140625	0.03625	0.00515625	0.0003125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015625	-0.00210938	0.010625	-0.0210156	-0.00453125	0.0666406	-0.0196875	-0.121641	0.00109375	0.151797	0.1025	-0.0474219	-0.131719	-0.126328	-0.0784375	-0.0199219	0.04	0.0995313	0.166563	0.184844	0.360625	0.313281	0.213438	0.612344	0.80875	0.432344	0.258438	0.583281	0.960625	1.11484	1.11156	1.05953	1	0.940078	0.879062	0.823672	0.758281	0.677578	0.68	0.616797	0.421094	0.388359	0.512813	0.486641	0.285469	0.103984	0.023125	0.00289062	0.00015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
