2000	81
-1	-0.975	-0.95	-0.925	-0.9	-0.875	-0.85	-0.825	-0.8	-0.775	-0.75	-0.725	-0.7	-0.675	-0.65	-0.625	-0.6	-0.575	-0.55	-0.525	-0.5	-0.475	-0.45	-0.425	-0.4	-0.375	-0.35	-0.325	-0.3	-0.275	-0.25	-0.225	-0.2	-0.175	-0.15	-0.125	-0.1	-0.075	-0.05	-0.025	6.03684e-016	0.025	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275	0.3	0.325	0.35	0.375	0.4	0.425	0.45	0.475	0.5	0.525	0.55	0.575	0.6	0.625	0.65	0.675	0.7	0.725	0.75	0.775	0.8	0.825	0.85	0.875	0.9	0.925	0.95	0.975	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.625	0.7	0.775	0.85	0.925	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.4	0.325	0.25	0.175	0.1	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0125	-0.025	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.625	0.7	0.775	0.85	1	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.4	0.325	0.25	0.175	0.075	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	-1.33227e-015	-0.04375	-0.0375	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.625	0.7	0.7375	0.925	1.0375	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.4	0.325	0.2625	0.15625	0.05	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.003125	0.00625	0.025	-0.025	-0.071875	-0.04375	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.64375	0.625	0.775	1	1.05625	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.39375	0.346875	0.2625	0.125	0.03125	0.003125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015625	-0.00625	-0.0078125	0.040625	0.0234375	-0.0625	-0.0921875	-0.046875	0.025	0.1	0.175	0.25	0.325	0.4	0.465625	0.60625	0.559375	0.5875	0.859375	1.05625	1.06562	1	0.925	0.85	0.775	0.7	0.625	0.553125	0.457812	0.4125	0.373437	0.240625	0.0921875	0.01875	0.0015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00078125	0.0046875	-0.0015625	-0.03125	0.025	0.075	-0.0046875	-0.1	-0.105469	-0.0484375	0.025	0.1	0.175	0.25	0.329688	0.3625	0.559375	0.56875	0.4375	0.625	0.953125	1.09375	1.07031	1	0.925	0.85	0.775	0.698437	0.636719	0.528125	0.454687	0.459375	0.38125	0.203125	0.0640625	0.0109375	0.00078125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000390625	-0.003125	0.00507813	0.0164062	-0.0445313	-0.028125	0.0898438	0.0828125	-0.0496094	-0.13125	-0.113672	-0.0492187	0.025	0.1	0.172656	0.273437	0.247656	0.45625	0.629687	0.409375	0.367188	0.71875	1.03516	1.11719	1.07266	1	0.925	0.850781	0.767578	0.721875	0.619141	0.489062	0.496094	0.509375	0.361719	0.160156	0.0425781	0.00625	0.000390625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000195313	0.00195313	-0.00546875	-0.0046875	0.0412109	-0.0222656	-0.0953125	0.034375	0.152539	0.0574219	-0.0992188	-0.154687	-0.118555	-0.0496094	0.0261719	0.0859375	0.235937	0.15625	0.265234	0.653125	0.540625	0.2125	0.384766	0.835938	1.09844	1.13125	1.07383	0.999609	0.929492	0.832031	0.796094	0.735547	0.550586	0.485938	0.576563	0.536328	0.319727	0.119531	0.0273437	0.00351562	0.000195312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76563e-005	-0.00117188	0.00458984	-0.00214844	-0.0280273	0.05	0.0459961	-0.123633	-0.0895508	0.141016	0.183301	0.00683594	-0.14502	-0.171094	-0.121973	-0.0416016	-0.0189453	0.200781	0.141602	0.0167969	0.51543	0.760937	0.29043	0.0730469	0.479102	0.950781	1.14355	1.13965	1.07178	1.01328	0.89873	0.844336	0.858301	0.675391	0.472949	0.551367	0.664746	0.528125	0.265723	0.0853516	0.0170898	0.00195312	9.76562e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
