2000	51
-1	-0.96	-0.92	-0.88	-0.84	-0.8	-0.76	-0.72	-0.68	-0.64	-0.6	-0.56	-0.52	-0.48	-0.44	-0.4	-0.36	-0.32	-0.28	-0.24	-0.2	-0.16	-0.12	-0.08	-0.04	3.46945e-016	0.04	0.08	0.12	0.16	0.2	0.24	0.28	0.32	0.36	0.4	0.44	0.48	0.52	0.56	0.6	0.64	0.68	0.72	0.76	0.8	0.84	0.88	0.92	0.96	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.28	0.4	0.52	0.64	0.76	0.88	1	0.88	0.76	0.64	0.52	0.4	0.28	0.16	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08	-0.2	-0.08	0.04	0.16	0.28	0.4	0.52	0.64	1.24	1.12	1	0.88	0.76	0.64	0.52	0.4	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.16	-0.44	-0.32	-0.2	-0.08	0.04	0.16	0.28	-0.56	1.48	1.36	1.24	1.12	1	0.88	0.76	0.96	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32	0.16	1.36	-0.68	-0.56	-0.44	-0.32	-0.2	-0.08	1.96	-4.64	1.72	1.6	1.48	1.36	1.24	1.12	0.36	2.16	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	-1.28	-2.24	5.44	-0.92	-0.8	-0.68	-0.56	-0.44	-4.16	15.16	-17.36	1.96	1.84	1.72	1.6	1.48	2.64	-3.24	4.32	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.28	4.48	0.64	-17.6	18.16	-1.16	-1.04	-0.92	-0.8	7	-42.8	80.2	-56	2.2	2.08	1.96	1.84	-0.84	14.4	-18.36	6.48	9.72	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	-12.8	12.16	37.12	-89.12	56.8	-1.4	-1.28	-1.16	-16.4	106.6	-288.8	352.6	-172.4	2.44	2.32	2.2	7.2	-31.32	79.92	-68.04	2.18137e-012	29.16	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.12	33.28	-62.72	-37.76	289.6	-380.96	173.2	-1.64	-1.52	29.32	-262.4	897.4	-1571.6	1402.6	-522.08	2.68	2.56	-7.8	84.24	-253.8	375.84	-204.12	-58.32	87.48	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.24	-81.92	225.28	-112.64	-692.48	1630.72	-1489.28	522.88	-1.88	-63.2	612.76	-2582	5835.4	-7520	5251.96	-1571.6	2.92	23.28	-191.88	760.32	-1513.08	1535.76	-495.72	-349.92	262.44	0	0	0	0	0	0	0	0	0
