2000	81
-1	-0.975	-0.95	-0.925	-0.9	-0.875	-0.85	-0.825	-0.8	-0.775	-0.75	-0.725	-0.7	-0.675	-0.65	-0.625	-0.6	-0.575	-0.55	-0.525	-0.5	-0.475	-0.45	-0.425	-0.4	-0.375	-0.35	-0.325	-0.3	-0.275	-0.25	-0.225	-0.2	-0.175	-0.15	-0.125	-0.1	-0.075	-0.05	-0.025	6.03684e-016	0.025	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275	0.3	0.325	0.35	0.375	0.4	0.425	0.45	0.475	0.5	0.525	0.55	0.575	0.6	0.625	0.65	0.675	0.7	0.725	0.75	0.775	0.8	0.825	0.85	0.875	0.9	0.925	0.95	0.975	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.625	0.7	0.775	0.85	0.925	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.4	0.325	0.25	0.175	0.1	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05	-0.125	-0.05	0.025	0.1	0.175	0.25	0.325	0.4	0.475	0.55	0.625	0.7	0.775	1.15	1.075	1	0.925	0.85	0.775	0.7	0.625	0.55	0.475	0.4	0.325	0.25	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.4	0.1	-0.275	-0.2	-0.125	-0.05	0.025	0.1	0.175	0.25	0.325	0.4	0.475	-0.35	0.025	1.3	1.225	1.15	1.075	1	0.925	0.85	0.775	0.7	0.625	0.55	0.775	0.75	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45	-1.2	0.1	1.9	0.85	-0.425	-0.35	-0.275	-0.2	-0.125	-0.05	0.025	0.1	0.175	2.95	2.125	-3.8	-2.525	1.45	1.375	1.3	1.225	1.15	1.075	1	0.925	0.85	-0.125	-0.35	1.725	2.25	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	3.6	-1.5	-8.9	-2.15	6.7	3.4	-0.575	-0.5	-0.425	-0.35	-0.275	-0.2	-0.125	-8.15	-5.375	19.9	13.975	-14.45	-10.475	1.6	1.525	1.45	1.375	1.3	1.225	1.15	3.775	4.15	-4.775	-7.05	3.375	6.75	2.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.05	-10.8	8.1	36.3	2.05	-44.9	-15.8	21.4	11.35	-0.725	-0.65	-0.575	-0.5	-0.425	23.95	15.925	-81.2	-55.925	99.25	70.825	-46.7	-34.625	1.75	1.675	1.6	1.525	1.45	-6.725	-8.15	25.525	33.25	-22.725	-39.15	4.725	20.25	6.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.15	32.4	-35.1	-137.7	16.65	234.7	51.4	-192.2	-78.05	65.8	35.5	-0.875	-0.8	-0.725	-73.55	-49.175	307.3	210.175	-521.45	-366.275	423.4	305.875	-143.75	-107.375	1.9	1.825	1.75	25.975	29.95	-92.975	-120.05	139.975	210.15	-78.975	-171.45	-2.025	60.75	18.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-36.45	-97.2	137.7	499.5	-147.15	-1080.9	-102.2	1235.8	372.55	-752.6	-329.3	199.3	108.25	-1.025	217.75	144.925	-1118.6	-762.125	2405.05	1673.42	-2735.3	-1945.62	1654.75	1205.12	-435.2	-325.925	2.05	-70.925	-83.15	350.125	441.85	-673.325	-957.35	634.125	1105.65	-226.125	-676.35	-54.675	182.25	54.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.35	291.6	-510.3	-1757.7	819.45	4603.5	-118.2	-6715.4	-1372.85	5773	2027.5	-2789.9	-1277.15	600.1	-329.3	-438.575	3935.5	2671.97	-10263.6	-7096.47	14899.6	10490.9	-12746.7	-9146.37	6126.1	4485.77	-1309.85	-763.175	257.35	-1237.18	-1545.05	2977.38	4077.55	-3782.38	-5978.85	2501.78	5174.55	-516.375	-2515.05	-309.825	546.75	164.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
