2000	201
-1	-0.99	-0.98	-0.97	-0.96	-0.95	-0.94	-0.93	-0.92	-0.91	-0.9	-0.89	-0.88	-0.87	-0.86	-0.85	-0.84	-0.83	-0.82	-0.81	-0.8	-0.79	-0.78	-0.77	-0.76	-0.75	-0.74	-0.73	-0.72	-0.71	-0.7	-0.69	-0.68	-0.67	-0.66	-0.65	-0.64	-0.63	-0.62	-0.61	-0.6	-0.59	-0.58	-0.57	-0.56	-0.55	-0.54	-0.53	-0.52	-0.51	-0.5	-0.49	-0.48	-0.47	-0.46	-0.45	-0.44	-0.43	-0.42	-0.41	-0.4	-0.39	-0.38	-0.37	-0.36	-0.35	-0.34	-0.33	-0.32	-0.31	-0.3	-0.29	-0.28	-0.27	-0.26	-0.25	-0.24	-0.23	-0.22	-0.21	-0.2	-0.19	-0.18	-0.17	-0.16	-0.15	-0.14	-0.13	-0.12	-0.11	-0.1	-0.09	-0.08	-0.07	-0.06	-0.05	-0.04	-0.03	-0.02	-0.01	7.5287e-016	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.11	0.12	0.13	0.14	0.15	0.16	0.17	0.18	0.19	0.2	0.21	0.22	0.23	0.24	0.25	0.26	0.27	0.28	0.29	0.3	0.31	0.32	0.33	0.34	0.35	0.36	0.37	0.38	0.39	0.4	0.41	0.42	0.43	0.44	0.45	0.46	0.47	0.48	0.49	0.5	0.51	0.52	0.53	0.54	0.55	0.56	0.57	0.58	0.59	0.6	0.61	0.62	0.63	0.64	0.65	0.66	0.67	0.68	0.69	0.7	0.71	0.72	0.73	0.74	0.75	0.76	0.77	0.78	0.79	0.8	0.81	0.82	0.83	0.84	0.85	0.86	0.87	0.88	0.89	0.9	0.91	0.92	0.93	0.94	0.95	0.96	0.97	0.98	0.99	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.43	0.46	0.49	0.52	0.55	0.58	0.61	0.64	0.67	0.7	0.73	0.76	0.79	0.82	0.85	0.88	0.91	0.94	0.97	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.58	0.55	0.52	0.49	0.46	0.43	0.4	0.37	0.34	0.31	0.28	0.25	0.22	0.19	0.16	0.13	0.1	0.07	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.015	-0.05	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.43	0.46	0.49	0.52	0.55	0.58	0.61	0.64	0.67	0.7	0.73	0.76	0.79	0.82	0.85	0.88	1	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.58	0.55	0.52	0.49	0.46	0.43	0.4	0.37	0.34	0.31	0.28	0.25	0.22	0.19	0.16	0.13	0.07	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225	0.06	0.0025	-0.095	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.43	0.46	0.49	0.52	0.55	0.58	0.61	0.64	0.67	0.7	0.73	0.76	0.655	0.73	1.015	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.58	0.55	0.52	0.49	0.46	0.43	0.4	0.37	0.34	0.31	0.28	0.25	0.265	0.2425	0.12	0.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.03375	-0.0675	0.09	0.235	0.07375	-0.1325	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.43	0.46	0.49	0.52	0.55	0.58	0.61	0.64	0.8725	0.7	0.19	0.43	1.0075	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.58	0.55	0.52	0.49	0.46	0.43	0.4	0.37	0.2725	0.27625	0.46	0.45	0.2025	0.03375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050625	0.0675	-0.253125	-0.36375	0.259375	0.625	0.233125	-0.15875	-0.23	-0.2	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.43	0.46	0.49	0.52	0.24625	0.7825	1.72375	0.595	-0.79625	-0.1175	0.96625	1.24	1.21	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.58	0.55	0.52	0.49	0.56125	0.413125	-0.005	0.199375	0.83625	0.826875	0.3375	0.050625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0759375	-0.050625	0.523125	0.39375	-1.1325	-1.22375	0.664375	1.40875	0.535937	-0.168125	-0.29	-0.26	-0.23	-0.2	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	0.31	0.34	0.37	0.4	0.885625	-0.1475	-1.43375	2.005	4.375	0.2725	-2.76125	-1.07	0.874375	1.3	1.27	1.24	1.21	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.7	0.67	0.64	0.61	0.428125	0.676563	1.2625	0.315625	-1.0625	-0.105	1.575	1.50187	0.556875	0.0759375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113906	-6.07014e-014	-0.949219	-0.143437	2.87719	1.29375	-3.91906	-3.28437	1.60141	2.90125	1.07078	-0.152188	-0.35	-0.32	-0.29	-0.26	-0.23	-0.2	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	0.19	0.22	0.25	0.28	-0.373437	1.70688	3.33156	-4.6625	-6.70812	6.97375	10.9769	-0.7475	-6.52344	-2.68062	0.706563	1.36	1.33	1.3	1.27	1.24	1.21	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.82	0.79	0.76	0.73	0.927813	0.328281	-0.575	1.80391	3.80313	-0.431563	-4.06125	-0.835312	3.02906	2.69578	0.91125	0.113906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.170859	0.113906	1.59469	-0.734063	-5.88305	0.721406	11.4881	2.94812	-11.5651	-7.67703	3.69719	5.65094	1.97898	-0.0982813	-0.41	-0.38	-0.35	-0.32	-0.29	-0.26	-0.23	-0.2	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	0.07	0.1	0.13	0.16	1.21516	-2.51375	-3.85062	12.8856	10.397	-24.1625	-19.5537	22.5588	25.503	-3.62375	-13.5256	-5.35437	0.424844	1.42	1.39	1.36	1.33	1.3	1.27	1.24	1.21	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	0.94	0.91	0.88	0.85	0.478281	1.53039	2.5825	-2.78844	-4.76328	7.15633	11.365	-3.45563	-11.4708	-2.26758	5.8725	4.78406	1.48078	0.170859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256289	-0.341719	-2.53441	2.86664	10.4825	-8.06625	-25.3354	8.14805	37.5279	4.37266	-30.5704	-16.2948	8.22824	10.6028	3.4852	0.0125781	-0.47	-0.44	-0.41	-0.38	-0.35	-0.32	-0.29	-0.26	-0.23	-0.2	-0.17	-0.14	-0.11	-0.08	-0.05	-0.02	0.01	0.04	-1.46773	5.22578	5.08492	-26.9497	-8.48586	65.9692	20.7637	-89.6356	-45.0263	64.7767	54.9191	-10.9297	-26.2801	-9.73672	-0.0277344	1.48	1.45	1.42	1.39	1.36	1.33	1.3	1.27	1.24	1.21	1.18	1.15	1.12	1.09	1.06	1.03	1	0.97	1.45258	-0.542305	-1.62594	9.06074	8.23023	-19.6804	-17.0361	27.2829	30.798	-13.2529	-28.2825	-4.70496	11.3716	8.40059	2.39203	0.256289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
