2000	101
-1	-0.98	-0.96	-0.94	-0.92	-0.9	-0.88	-0.86	-0.84	-0.82	-0.8	-0.78	-0.76	-0.74	-0.72	-0.7	-0.68	-0.66	-0.64	-0.62	-0.6	-0.58	-0.56	-0.54	-0.52	-0.5	-0.48	-0.46	-0.44	-0.42	-0.4	-0.38	-0.36	-0.34	-0.32	-0.3	-0.28	-0.26	-0.24	-0.22	-0.2	-0.18	-0.16	-0.14	-0.12	-0.1	-0.08	-0.06	-0.04	-0.02	6.17562e-016	0.02	0.04	0.06	0.08	0.1	0.12	0.14	0.16	0.18	0.2	0.22	0.24	0.26	0.28	0.3	0.32	0.34	0.36	0.38	0.4	0.42	0.44	0.46	0.48	0.5	0.52	0.54	0.56	0.58	0.6	0.62	0.64	0.66	0.68	0.7	0.72	0.74	0.76	0.78	0.8	0.82	0.84	0.86	0.88	0.9	0.92	0.94	0.96	0.98	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.7	0.76	0.82	0.88	0.94	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.34	0.28	0.22	0.16	0.1	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08	-0.08	-0.02	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.7	0.76	0.82	1.12	1.06	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.34	0.28	0.22	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	-0.08	-0.2	-0.14	-0.08	-0.02	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	0.52	0.58	0.64	0.22	1.24	1.18	1.12	1.06	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.52	0.46	0.4	0.42	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32	0.64	0.16	-0.32	-0.26	-0.2	-0.14	-0.08	-0.02	0.04	0.1	0.16	0.22	0.28	0.34	0.4	0.46	1.48	-1.82	1.36	1.3	1.24	1.18	1.12	1.06	1	0.94	0.88	0.82	0.76	0.7	0.64	0.58	0.36	0.54	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	-2.24	1.6	1.12	-0.44	-0.38	-0.32	-0.26	-0.2	-0.14	-0.08	-0.02	0.04	0.1	0.16	0.22	0.28	-1.58	8.08	-8.18	1.48	1.42	1.36	1.3	1.24	1.18	1.12	1.06	1	0.94	0.88	0.82	0.76	1.02	-1.52989e-013	-0.54	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.28	6.4	-9.92	2.56	4.24	-0.56	-0.5	-0.44	-0.38	-0.32	-0.26	-0.2	-0.14	-0.08	-0.02	0.04	0.1	4	-20.9	40.6	-27.5	1.6	1.54	1.48	1.42	1.36	1.3	1.24	1.18	1.12	1.06	1	0.94	0.24	3.06	1.08	-8.1	9.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	-16.64	39.04	-34.88	-0.8	13.84	-0.68	-0.62	-0.56	-0.5	-0.44	-0.38	-0.32	-0.26	-0.2	-0.14	-0.08	-7.7	53.8	-143.9	176.8	-85.7	1.72	1.66	1.6	1.54	1.48	1.42	1.36	1.3	1.24	1.18	1.12	2.34	-5.4	7.02	19.44	-43.74	29.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.12	40.96	-128	186.88	-103.04	-30.08	42.88	-0.8	-0.74	-0.68	-0.62	-0.56	-0.5	-0.44	-0.38	-0.32	-0.26	15.16	-130.7	449.2	-785.3	701.8	-260.54	1.84	1.78	1.72	1.66	1.6	1.54	1.48	1.42	1.36	1.3	-1.32	17.82	-30.24	-17.82	145.8	-189.54	87.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.24	-97.28	378.88	-757.76	766.72	-248.96	-176	130.24	-0.92	-0.86	-0.8	-0.74	-0.68	-0.62	-0.56	-0.5	-0.44	-31.1	306.88	-1290.5	2918.2	-3759.5	2626.48	-785.3	1.96	1.9	1.84	1.78	1.72	1.66	1.6	1.54	1.48	6.54	-39.6	113.94	-55.08	-345.06	816.48	-743.58	262.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
