2000	51
-1	-0.96	-0.92	-0.88	-0.84	-0.8	-0.76	-0.72	-0.68	-0.64	-0.6	-0.56	-0.52	-0.48	-0.44	-0.4	-0.36	-0.32	-0.28	-0.24	-0.2	-0.16	-0.12	-0.08	-0.04	3.46945e-016	0.04	0.08	0.12	0.16	0.2	0.24	0.28	0.32	0.36	0.4	0.44	0.48	0.52	0.56	0.6	0.64	0.68	0.72	0.76	0.8	0.84	0.88	0.92	0.96	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.28	0.4	0.52	0.64	0.76	0.88	1	0.88	0.76	0.64	0.52	0.4	0.28	0.16	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06	-0.2	-0.2	-0.08	0.04	0.16	0.28	0.4	0.52	1	1.24	1.12	1	0.88	0.76	0.64	0.52	0.28	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.24	0.01	-0.38	-0.44	-0.32	-0.2	-0.08	0.04	-0.38	-0.08	1.06	1.48	1.36	1.24	1.12	1	1.06	0.97	0.48	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.135	-0.27	0.36	0.94	0.295	-0.53	-0.68	-0.56	-0.44	0.49	-0.2	-2.24	-1.28	1.03	1.72	1.6	1.48	1.09	1.105	1.84	1.8	0.81	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.2025	0.27	-1.0125	-1.455	1.0375	2.5	0.9325	-0.635	-0.92	-2.015	0.13	3.895	-0.62	-6.185	-3.47	0.865	1.96	2.245	1.6525	-0.02	0.7975	3.345	3.3075	1.35	0.2025	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.30375	-0.2025	2.0925	1.575	-4.53	-4.895	2.6575	5.635	2.14375	1.15	-3.59	-8.735	5.02	14.5	-1.91	-14.045	-7.28	-0.11	2.70625	5.05	1.2625	-4.25	-0.42	6.3	6.0075	2.2275	0.30375	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.455625	-3.40283e-014	-3.79688	-0.57375	11.5088	5.175	-15.6763	-13.1375	6.40563	8.87125	9.75063	11.2375	-21.65	-29.8325	24.895	40.9075	-5.99	-28.1825	-15.0894	-5.03375	7.21563	15.2125	-1.72625	-16.245	-3.34125	12.1163	10.7831	3.645	0.455625	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.683438	0.455625	6.37875	-2.93625	-23.5322	2.88563	45.9525	11.7925	-46.2603	-26.6075	3.85375	6.20125	58.3384	39.955	-99.65	-81.215	87.235	97.645	-14.5334	-49.8125	-38.4913	-23.1537	28.6253	45.46	-13.8225	-45.8831	-9.07031	23.49	19.1362	5.92312	0.683437	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.02516	-1.36688	-10.1377	11.4666	41.9302	-32.265	-101.341	32.5922	150.112	11.3397	-101.779	-45.3594	-75.5258	7.70781	276.938	82.105	-361.542	-181.055	250.298	206.653	-13.8758	-78.4794	-123.829	-74.2953	109.132	123.192	-53.0114	-113.13	-18.8198	45.4866	33.6023	9.56812	1.02516	0	0	0	0	0	0	0	0	0
