2000	51
-1	-0.96	-0.92	-0.88	-0.84	-0.8	-0.76	-0.72	-0.68	-0.64	-0.6	-0.56	-0.52	-0.48	-0.44	-0.4	-0.36	-0.32	-0.28	-0.24	-0.2	-0.16	-0.12	-0.08	-0.04	3.46945e-016	0.04	0.08	0.12	0.16	0.2	0.24	0.28	0.32	0.36	0.4	0.44	0.48	0.52	0.56	0.6	0.64	0.68	0.72	0.76	0.8	0.84	0.88	0.92	0.96	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.28	0.4	0.52	0.64	0.76	0.88	1	0.88	0.76	0.64	0.52	0.4	0.28	0.16	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08	-0.2	-0.08	0.04	0.16	0.28	0.4	0.52	0.64	1.24	1.12	1	0.88	0.76	0.64	0.52	0.4	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.64	0.16	-0.44	-0.32	-0.2	-0.08	0.04	0.16	-1.16	-0.56	1.48	1.36	1.24	1.12	1	0.88	1.24	1.2	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72	-1.92	0.16	3.04	1.36	-0.68	-0.56	-0.44	-0.32	4.12	2.8	-6.68	-4.64	1.72	1.6	1.48	1.36	-0.2	-0.56	2.76	3.6	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16	5.76	-2.4	-14.24	-3.44	10.72	5.44	-0.92	-0.8	-13.64	-9.2	31.24	21.76	-23.72	-17.36	1.96	1.84	6.04	6.64	-7.64	-11.28	5.4	10.8	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-6.48	-17.28	12.96	58.08	3.28	-71.84	-25.28	34.24	18.16	37.72	24.88	-130.52	-90.08	158.2	112.72	-75.32	-56	-10.76	-13.04	40.84	53.2	-36.36	-62.64	7.56	32.4	9.72	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	19.44	51.84	-56.16	-220.32	26.64	375.52	82.24	-307.52	-124.88	-11.36	-20.96	491.08	335.68	-834.92	-586.64	676.84	488.8	-191.72	-127.04	-148.76	-192.08	223.96	336.24	-126.36	-274.32	-3.24	97.2	29.16	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-58.32	-155.52	220.32	799.2	-235.44	-1729.44	-163.52	1977.28	596.08	-854.24	-293.6	-1469.6	-1045.04	3847.48	2676.88	-4377.08	-3113.6	2530.36	1791.52	-139.64	182.08	-1077.32	-1531.76	1014.6	1769.04	-361.8	-1082.16	-87.48	291.6	87.48	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	174.96	466.56	-816.48	-2812.32	1311.12	7365.6	-189.12	-10744.6	-2196.56	8187.04	2544.16	1834.72	2233.36	-15460.2	-10830.1	23838.8	16784.8	-20045.5	-14226.6	7818.28	4701.28	2664.28	4949.44	-6051.8	-9566.16	4002.84	8279.28	-826.2	-4024.08	-495.72	874.8	262.44	0	0	0	0	0	0	0	0	0
